id,first_name,last_name,gender,time,location,total_bill,tip,food,Day
772,Gran,Winchcombe,Male,Afternoon Tea,Gladden Fields,8.97,6.06,Bilbo's Tea Cake,Highday
773,Rustin,Skeath,Male,Elevenses,Dragon's Den,18.07,1.73,Bilbo's Tea Cake,Sunday
774,Shirley,Tuther,Female,Luncheon,Town,7.43,3.83,Beorn Honey Nut Cake,Trewsday
775,Crichton,Somerset,Male,Dinner,Gladden Fields,21.42,1.22,Cheesy Garlic Bread Meatball Ring,Sterday
776,Mahmud,Stallworth,Male,Supper,The Shire,18.8,9.21,Strawberry and Banana French Toast,Hevensday
777,Filmer,McCarrison,Male,Dinner,Dragon's Den,22.5,2.81,Po-Tay-To Onion Soup,Sunday
778,Bernette,Beagan,Female,Luncheon,The Shire,17.14,6.49,Bilbo's Tea Cake,Mersday
779,Sadye,Uren,Female,Luncheon,Town,10.23,1.26,Cheesy Garlic Bread Meatball Ring,Mersday
780,Coraline,Verralls,Female,Luncheon,Town,14.25,9.78,Cheesy Garlic Bread Meatball Ring,Sunday
781,Alfie,Dabs,Female,Supper,The Shire,22.49,8.17,Eggs,Trewsday
782,Audra,Labern,Female,Dinner,Gladden Fields,19.93,6.32,Cheesy Garlic Bread Meatball Ring,Sunday
783,Rebeka,Lambden,Female,Elevenses,Dragon's Den,7.68,5.56,Beorn Honey Nut Cake,Sterday
784,Randal,Stirrip,Male,Supper,Town,14.34,4.96,Eggs,Hevensday
785,Lombard,Habberjam,Male,Second Breakfast,Gladden Fields,20.76,5.4,Strawberry and Banana French Toast,Sterday
786,Emile,Brookes,Male,Afternoon Tea,Town,23.3,9.81,Po-Tay-To Onion Soup,Sterday
787,Shellysheldon,McAloren,Male,Supper,Gladden Fields,21.76,2.75,Bilbo's Tea Cake,Sunday
788,Maurine,Treadgall,Female,Dinner,The Shire,32.44,5.43,Bilbo's Tea Cake,Sterday
789,Morten,Pierse,Male,Second Breakfast,The Shire,1.2,4.09,Beorn Honey Nut Cake,Monday
790,Marlene,Teeney,Female,Second Breakfast,Town,19.52,4.39,Eggs,Sunday
791,Alberto,Haberjam,Male,Afternoon Tea,The Shire,19.53,2.67,Cheesy Garlic Bread Meatball Ring,Mersday
792,Sigmund,Benit,Male,First Breakfast,Town,22.03,8.74,Po-Tay-To Onion Soup,Monday
793,Heda,Crotch,Female,Afternoon Tea,Town,19.69,9.89,Po-Tay-To Onion Soup,Trewsday
794,Don,Frankum,Male,First Breakfast,Town,8.4,1.58,Strawberry and Banana French Toast,Sterday
795,Hermon,Warnes,Male,Supper,Town,27.92,5.35,Strawberry and Banana French Toast,Trewsday
796,Whittaker,Farfolomeev,Male,Luncheon,Gladden Fields,8.61,1.27,Eggs,Hevensday
797,Cazzie,Simmonds,Male,Luncheon,Town,33.67,8.17,Cheesy Garlic Bread Meatball Ring,Mersday
798,Manuel,Gittins,Male,Dinner,Town,8.92,4.13,Po-Tay-To Onion Soup,Hevensday
799,Alida,Bastick,Female,Supper,Dragon's Den,31.84,8.64,Bilbo's Tea Cake,Hevensday
800,Codi,Scargill,Male,Dinner,Dragon's Den,19.41,8.74,Po-Tay-To Onion Soup,Sunday
801,Tamiko,Tanslie,Female,Luncheon,Dragon's Den,13.05,7.51,Strawberry and Banana French Toast,Trewsday
802,Fairfax,Methuen,Male,Elevenses,Gladden Fields,15.91,9.59,Cheesy Garlic Bread Meatball Ring,Sunday
803,Florida,Lever,Female,Luncheon,Dragon's Den,7.17,3.77,Strawberry and Banana French Toast,Mersday
804,Tynan,Rubin,Male,Elevenses,Town,31.55,2.71,Po-Tay-To Onion Soup,Trewsday
805,Tildi,Pattenden,Female,Dinner,Town,32.58,1.47,Strawberry and Banana French Toast,Trewsday
806,Sally,Cadden,Female,Supper,Dragon's Den,12.96,2.04,Beorn Honey Nut Cake,Highday
807,Meridel,Southby,Female,First Breakfast,Gladden Fields,14.28,6.07,Eggs,Highday
808,Boot,Schubuser,Male,Dinner,Town,28.47,9.13,Eggs,Mersday
809,Gabi,Waskett,Male,Afternoon Tea,Town,17.91,3.09,Strawberry and Banana French Toast,Mersday
810,Stevy,Hovert,Male,Dinner,Town,27.32,1.63,Po-Tay-To Onion Soup,Trewsday
811,Roddie,Binham,Male,Elevenses,Dragon's Den,32.4,8.71,Cheesy Garlic Bread Meatball Ring,Trewsday
812,Eduino,Girk,Male,First Breakfast,Town,15.41,9.21,Strawberry and Banana French Toast,Hevensday
813,Lonee,Yalden,Female,Dinner,Town,27.78,6.65,Beorn Honey Nut Cake,Monday
814,Morganica,Bradmore,Female,First Breakfast,The Shire,5.1,1.57,Beorn Honey Nut Cake,Sunday
815,Ronalda,Merredy,Female,First Breakfast,Gladden Fields,1.02,4.78,Po-Tay-To Onion Soup,Hevensday
816,Edmon,Stilgo,Male,Second Breakfast,Town,2.29,7.89,Bilbo's Tea Cake,Monday
817,Roby,Noddle,Female,Afternoon Tea,Town,28.49,8.81,Eggs,Sunday
818,Ysabel,Rexworthy,Female,First Breakfast,Dragon's Den,32.69,8.57,Strawberry and Banana French Toast,Sterday
819,Kerk,Yurenev,Male,First Breakfast,Dragon's Den,6.1,9.79,Bilbo's Tea Cake,Mersday
820,Wynnie,Ariss,Female,Elevenses,The Shire,17.7,3.88,Beorn Honey Nut Cake,Trewsday
821,Reube,Prover,Male,Supper,Town,29.28,3.5,Bilbo's Tea Cake,Sterday
822,Katy,Gauthorpp,Female,Supper,Gladden Fields,22.21,2.6,Po-Tay-To Onion Soup,Sunday
823,Gibb,Highwood,Male,First Breakfast,Town,3.62,7.58,Bilbo's Tea Cake,Hevensday
824,Benny,Willicott,Male,Afternoon Tea,The Shire,18.88,9.37,Bilbo's Tea Cake,Sterday
825,Marty,Unitt,Male,Luncheon,Town,5.18,3.49,Beorn Honey Nut Cake,Mersday
826,Christopher,Pavie,Male,Elevenses,Gladden Fields,17.54,2.97,Po-Tay-To Onion Soup,Highday
827,Audie,Whittek,Female,Afternoon Tea,Town,21.84,4.39,Po-Tay-To Onion Soup,Hevensday
828,Gearalt,Mc Caughan,Male,Supper,Dragon's Den,20.55,3.68,Cheesy Garlic Bread Meatball Ring,Trewsday
829,Cayla,Mahody,Female,Supper,Dragon's Den,5.35,3.92,Strawberry and Banana French Toast,Highday
830,Emilie,Goede,Female,Dinner,Town,24.63,3.48,Strawberry and Banana French Toast,Sterday
831,Lianna,Masedon,Female,Luncheon,Dragon's Den,10.58,3.19,Po-Tay-To Onion Soup,Sterday
832,Silvanus,Cafe,Male,Elevenses,Gladden Fields,17.8,4.72,Bilbo's Tea Cake,Sterday
833,Reinold,Thresher,Male,Afternoon Tea,Gladden Fields,16.13,5.34,Cheesy Garlic Bread Meatball Ring,Mersday
834,Giuseppe,Lardiner,Male,First Breakfast,Town,23.72,7.49,Cheesy Garlic Bread Meatball Ring,Sunday
835,Welsh,MacVicar,Male,Elevenses,Gladden Fields,30.38,5.91,Bilbo's Tea Cake,Highday
836,Bunni,Stoggles,Female,Afternoon Tea,The Shire,20.39,5.81,Eggs,Trewsday
837,Corette,Hovell,Female,Afternoon Tea,Dragon's Den,8.29,1.11,Po-Tay-To Onion Soup,Hevensday
838,Alfons,Bridger,Male,First Breakfast,Gladden Fields,17.17,3.2,Eggs,Sunday
839,Fara,Sawtell,Female,Luncheon,Dragon's Den,17.57,6.1,Beorn Honey Nut Cake,Mersday
840,Agosto,Barff,Male,Afternoon Tea,Dragon's Den,14.93,3.23,Bilbo's Tea Cake,Mersday
841,Rouvin,Suddell,Male,Dinner,Gladden Fields,13.0,8.31,Bilbo's Tea Cake,Mersday
842,Adelind,Ayling,Female,Luncheon,Town,33.4,1.45,Bilbo's Tea Cake,Trewsday
843,Candy,Boyes,Female,Afternoon Tea,Dragon's Den,5.08,4.7,Strawberry and Banana French Toast,Sterday
844,Tracie,Ingham,Female,Supper,The Shire,28.54,8.2,Bilbo's Tea Cake,Sterday
845,Marlow,Buxsey,Male,First Breakfast,Dragon's Den,8.12,6.21,Eggs,Sterday
846,Toni,Champley,Female,Supper,Gladden Fields,10.4,9.42,Strawberry and Banana French Toast,Sunday
847,Linell,Kinzel,Female,Supper,Town,34.51,4.54,Beorn Honey Nut Cake,Highday
848,Burt,Labet,Male,Afternoon Tea,Town,23.44,6.65,Strawberry and Banana French Toast,Highday
849,Farr,Cleveland,Male,Afternoon Tea,Dragon's Den,11.91,4.13,Eggs,Monday
850,Ryley,Swadden,Male,Supper,Town,10.8,9.06,Beorn Honey Nut Cake,Sunday
851,Sisely,Tuny,Female,Second Breakfast,The Shire,32.82,3.35,Eggs,Hevensday
852,Hewet,Chaves,Male,Second Breakfast,Gladden Fields,1.68,2.6,Bilbo's Tea Cake,Trewsday
853,Terry,Nutbeam,Female,Second Breakfast,The Shire,14.18,3.56,Cheesy Garlic Bread Meatball Ring,Sterday
854,Chad,Hetterich,Female,Second Breakfast,The Shire,15.22,4.61,Cheesy Garlic Bread Meatball Ring,Hevensday
855,Court,McGettigan,Male,Elevenses,The Shire,5.58,1.53,Strawberry and Banana French Toast,Trewsday
856,Marigold,Bollom,Female,Afternoon Tea,Dragon's Den,14.23,1.68,Eggs,Monday
857,Abe,Winchester,Male,Elevenses,Dragon's Den,32.26,5.9,Cheesy Garlic Bread Meatball Ring,Mersday
858,Jessika,Vicar,Female,Afternoon Tea,Dragon's Den,29.65,6.68,Eggs,Monday
859,Jamison,Ebbins,Male,Elevenses,Dragon's Den,31.68,9.92,Eggs,Sunday
860,Sidney,Garfath,Male,First Breakfast,Dragon's Den,20.23,1.78,Strawberry and Banana French Toast,Trewsday
861,Rafe,Eneas,Male,Elevenses,The Shire,16.02,1.64,Po-Tay-To Onion Soup,Monday
862,Gloriane,Gason,Female,Luncheon,The Shire,4.3,1.21,Beorn Honey Nut Cake,Trewsday
863,Gabby,Avramovsky,Male,First Breakfast,Gladden Fields,1.24,2.19,Cheesy Garlic Bread Meatball Ring,Trewsday
864,Eveleen,Laroux,Female,Luncheon,Gladden Fields,12.62,5.3,Eggs,Monday
865,Gilberte,Giacopetti,Female,Luncheon,Town,23.77,5.06,Po-Tay-To Onion Soup,Mersday
866,Auberta,Artingstall,Female,Supper,Gladden Fields,28.77,2.08,Po-Tay-To Onion Soup,Hevensday
867,Hershel,Parvin,Male,Elevenses,Gladden Fields,20.26,4.17,Po-Tay-To Onion Soup,Mersday
868,Ardith,Jaquest,Female,Elevenses,Gladden Fields,13.31,8.27,Strawberry and Banana French Toast,Sunday
869,Ceil,Kerrigan,Female,Luncheon,Town,3.49,7.97,Cheesy Garlic Bread Meatball Ring,Trewsday
870,Amie,Grass,Female,First Breakfast,Dragon's Den,20.15,1.37,Bilbo's Tea Cake,Mersday
871,Hamish,Betts,Male,Elevenses,Gladden Fields,4.85,2.9,Po-Tay-To Onion Soup,Highday
872,Erny,Stern,Male,Supper,Gladden Fields,3.37,9.14,Bilbo's Tea Cake,Sterday
873,Norina,Tierny,Female,Dinner,Town,4.4,3.49,Po-Tay-To Onion Soup,Trewsday
874,Crosby,Galbraith,Male,First Breakfast,The Shire,4.4,4.26,Po-Tay-To Onion Soup,Hevensday
875,Velma,Playhill,Female,Supper,Town,21.71,9.89,Eggs,Mersday
876,Robbyn,Cadwaladr,Female,Supper,The Shire,23.39,7.73,Beorn Honey Nut Cake,Trewsday
877,Angie,Tosdevin,Male,Luncheon,Dragon's Den,1.37,2.77,Beorn Honey Nut Cake,Sterday
878,Adolphus,Pontin,Male,Afternoon Tea,Dragon's Den,1.69,1.36,Strawberry and Banana French Toast,Mersday
879,Maryrose,Filgate,Female,Elevenses,Gladden Fields,34.69,5.67,Strawberry and Banana French Toast,Hevensday
880,Laurice,Casper,Female,Afternoon Tea,The Shire,32.03,1.97,Strawberry and Banana French Toast,Highday
881,Joelle,Gosby,Female,Dinner,Dragon's Den,27.13,2.7,Eggs,Sunday
882,Ana,Dummigan,Female,Supper,The Shire,27.79,9.49,Beorn Honey Nut Cake,Hevensday
883,Ellerey,Lockart,Male,Luncheon,The Shire,12.6,3.11,Bilbo's Tea Cake,Sterday
884,Veronika,Mocker,Female,Luncheon,Gladden Fields,12.36,2.34,Eggs,Sterday
885,Marc,Josling,Male,Dinner,Gladden Fields,12.8,4.97,Strawberry and Banana French Toast,Sunday
886,Sapphire,Seaking,Female,Supper,Gladden Fields,27.6,1.44,Eggs,Trewsday
887,Cheslie,Tabourel,Female,Second Breakfast,The Shire,23.63,8.89,Beorn Honey Nut Cake,Trewsday
888,Augusta,Loney,Female,First Breakfast,Dragon's Den,19.8,3.19,Bilbo's Tea Cake,Highday
889,Glen,Beavon,Male,First Breakfast,Gladden Fields,23.86,5.39,Bilbo's Tea Cake,Trewsday
890,Maje,Say,Male,Dinner,Gladden Fields,31.26,3.94,Strawberry and Banana French Toast,Highday
891,Annalise,Lanfranconi,Female,Luncheon,Gladden Fields,23.99,6.06,Strawberry and Banana French Toast,Highday
892,Sarena,Griffithe,Female,Afternoon Tea,Gladden Fields,13.46,8.92,Cheesy Garlic Bread Meatball Ring,Sterday
893,Bel,Allflatt,Female,Elevenses,Dragon's Den,5.92,3.07,Cheesy Garlic Bread Meatball Ring,Sterday
894,Fernande,Ganforth,Female,Luncheon,Dragon's Den,2.12,6.73,Beorn Honey Nut Cake,Mersday
895,Artur,Haitlie,Male,First Breakfast,The Shire,22.98,8.76,Bilbo's Tea Cake,Hevensday
896,Obadiah,Asman,Male,Luncheon,The Shire,6.13,6.94,Bilbo's Tea Cake,Sunday
897,Krishna,Greatham,Male,Elevenses,Dragon's Den,25.88,3.96,Strawberry and Banana French Toast,Trewsday
898,Boy,Van Driel,Male,First Breakfast,The Shire,4.62,4.31,Po-Tay-To Onion Soup,Highday
899,Edy,Smead,Female,Luncheon,Dragon's Den,6.66,4.0,Strawberry and Banana French Toast,Highday
900,Gustie,Lermouth,Female,First Breakfast,Dragon's Den,13.36,2.6,Bilbo's Tea Cake,Sunday
901,Chelsea,Blouet,Female,Luncheon,The Shire,32.7,5.11,Beorn Honey Nut Cake,Hevensday
902,Madlin,Booley,Female,Elevenses,Gladden Fields,19.11,7.24,Bilbo's Tea Cake,Highday
903,Merilyn,Fullerton,Female,Luncheon,Gladden Fields,19.42,2.54,Eggs,Sterday
904,Tynan,Dursley,Male,First Breakfast,The Shire,9.15,7.83,Bilbo's Tea Cake,Monday
905,Aldrich,Darrell,Male,Dinner,Dragon's Den,23.03,1.63,Strawberry and Banana French Toast,Monday
906,Mandy,Waine,Female,Elevenses,The Shire,23.61,4.38,Po-Tay-To Onion Soup,Monday
907,Win,Kiddye,Male,Supper,Gladden Fields,26.88,5.19,Beorn Honey Nut Cake,Highday
908,Rosie,Ingley,Female,Elevenses,The Shire,33.18,5.96,Beorn Honey Nut Cake,Sterday
909,Melamie,Ciciari,Female,Elevenses,The Shire,6.93,8.78,Eggs,Mersday
910,Regen,Arnaldo,Male,Luncheon,The Shire,16.14,2.25,Strawberry and Banana French Toast,Hevensday
911,Levi,Dowyer,Male,Supper,Town,25.82,8.57,Cheesy Garlic Bread Meatball Ring,Trewsday
912,Elita,Lovie,Female,Supper,Town,20.19,9.34,Po-Tay-To Onion Soup,Trewsday
913,Murdoch,Neeve,Male,Supper,The Shire,13.19,7.37,Strawberry and Banana French Toast,Hevensday
914,Jacquelin,Goodswen,Female,First Breakfast,The Shire,12.81,3.34,Strawberry and Banana French Toast,Trewsday
915,Lindy,Karle,Male,Elevenses,The Shire,8.56,5.56,Beorn Honey Nut Cake,Sunday
916,Binky,Tinsley,Male,Afternoon Tea,Dragon's Den,32.09,9.36,Strawberry and Banana French Toast,Hevensday
917,Doyle,Chazelas,Male,Second Breakfast,Dragon's Den,14.65,7.26,Cheesy Garlic Bread Meatball Ring,Hevensday
918,Lon,Paddell,Male,Luncheon,Town,3.62,1.88,Strawberry and Banana French Toast,Trewsday
919,Boot,Boughton,Male,Luncheon,The Shire,4.14,1.59,Beorn Honey Nut Cake,Trewsday
920,Codie,Ganderton,Male,Elevenses,The Shire,31.64,1.16,Beorn Honey Nut Cake,Highday
921,Orrin,Kesten,Male,Dinner,Dragon's Den,4.32,1.98,Beorn Honey Nut Cake,Sterday
922,Colleen,Muress,Female,Supper,Dragon's Den,16.49,7.42,Cheesy Garlic Bread Meatball Ring,Hevensday
923,Lezlie,De Bischop,Female,Supper,Town,31.67,5.68,Strawberry and Banana French Toast,Monday
924,Mel,MacMoyer,Male,Second Breakfast,Dragon's Den,12.83,7.22,Bilbo's Tea Cake,Hevensday
925,Marilyn,Hugill,Female,First Breakfast,The Shire,26.54,3.7,Strawberry and Banana French Toast,Trewsday
926,Jarvis,Duguid,Male,Second Breakfast,The Shire,8.55,2.38,Beorn Honey Nut Cake,Trewsday
927,Susette,Kearn,Female,Elevenses,Gladden Fields,24.08,8.2,Beorn Honey Nut Cake,Sunday
928,Mollie,Portman,Female,Dinner,The Shire,24.74,2.61,Beorn Honey Nut Cake,Hevensday
929,Wendall,Scaife,Male,Elevenses,Gladden Fields,3.52,6.98,Strawberry and Banana French Toast,Hevensday
930,Chrysler,Chawkley,Female,Second Breakfast,Dragon's Den,17.55,4.05,Cheesy Garlic Bread Meatball Ring,Trewsday
931,Ripley,Doodson,Male,Second Breakfast,Town,11.63,1.91,Strawberry and Banana French Toast,Sterday
932,Ardath,Laydel,Female,Supper,Gladden Fields,6.89,7.45,Bilbo's Tea Cake,Sunday
933,Oran,Haslin,Male,First Breakfast,Dragon's Den,10.65,9.5,Eggs,Sterday
934,Jaquenetta,Illiston,Female,Afternoon Tea,The Shire,22.39,2.56,Strawberry and Banana French Toast,Hevensday
935,Abramo,Haward,Male,First Breakfast,Dragon's Den,33.2,8.23,Cheesy Garlic Bread Meatball Ring,Sunday
936,Yevette,Asch,Female,Luncheon,The Shire,34.32,9.36,Po-Tay-To Onion Soup,Hevensday
937,Clarabelle,Dailey,Female,Luncheon,Gladden Fields,22.98,6.0,Po-Tay-To Onion Soup,Highday
938,Martyn,Hovard,Male,Elevenses,The Shire,1.6,7.91,Beorn Honey Nut Cake,Mersday
939,Verne,Jacobsohn,Male,Supper,Gladden Fields,21.32,2.24,Cheesy Garlic Bread Meatball Ring,Trewsday
940,Karlee,Ragat,Female,First Breakfast,The Shire,2.15,1.09,Eggs,Mersday
941,Philbert,Izakovitz,Male,Afternoon Tea,Dragon's Den,22.48,7.04,Eggs,Sterday
942,Rudolf,Pylkynyton,Male,First Breakfast,The Shire,34.46,9.45,Bilbo's Tea Cake,Sunday
943,Evita,Scranney,Female,Dinner,Town,15.94,1.09,Eggs,Sunday
944,Christel,Gallimore,Female,First Breakfast,The Shire,8.1,3.13,Po-Tay-To Onion Soup,Monday
945,Hale,Longrigg,Male,First Breakfast,Dragon's Den,29.67,3.07,Cheesy Garlic Bread Meatball Ring,Monday
946,Katina,Guenther,Female,Second Breakfast,The Shire,28.21,2.27,Cheesy Garlic Bread Meatball Ring,Trewsday
947,Emmi,Adnett,Female,Dinner,Dragon's Den,12.13,8.49,Beorn Honey Nut Cake,Trewsday
948,Latisha,Letty,Female,First Breakfast,Gladden Fields,10.87,2.56,Beorn Honey Nut Cake,Highday
949,Consuelo,Goldsworthy,Female,Second Breakfast,Dragon's Den,13.9,5.92,Eggs,Mersday
950,Shelby,Treweela,Female,Elevenses,Gladden Fields,8.94,1.96,Bilbo's Tea Cake,Monday
951,Lorilee,Carnier,Female,Afternoon Tea,Town,30.3,7.22,Eggs,Trewsday
952,Averil,Gullane,Male,Dinner,Dragon's Den,29.88,9.2,Strawberry and Banana French Toast,Highday
953,Leighton,Dymocke,Male,Second Breakfast,Town,14.01,5.36,Eggs,Highday
954,Julissa,Haresnaip,Female,Afternoon Tea,The Shire,27.08,3.47,Cheesy Garlic Bread Meatball Ring,Hevensday
955,Mick,Giacaponi,Male,Elevenses,Gladden Fields,12.95,1.37,Strawberry and Banana French Toast,Sterday
956,Rhys,Hegdonne,Male,Supper,Dragon's Den,10.19,1.18,Strawberry and Banana French Toast,Sunday
957,Kippy,Tayt,Female,Dinner,Gladden Fields,31.92,1.9,Bilbo's Tea Cake,Trewsday
958,Jaymie,Jolin,Male,Luncheon,Dragon's Den,9.64,7.15,Beorn Honey Nut Cake,Sterday
959,Jemima,Lindop,Female,Elevenses,Gladden Fields,25.17,6.66,Bilbo's Tea Cake,Sterday
960,Ertha,Rodder,Female,Second Breakfast,Gladden Fields,4.99,6.53,Bilbo's Tea Cake,Hevensday
961,Lynnette,Beagles,Female,Elevenses,Gladden Fields,27.92,8.9,Eggs,Hevensday
962,Lethia,Audus,Female,Second Breakfast,Dragon's Den,29.71,8.82,Strawberry and Banana French Toast,Highday
963,Marrissa,Friel,Female,Dinner,Gladden Fields,13.82,7.15,Po-Tay-To Onion Soup,Sterday
964,Boniface,Pettigree,Male,Elevenses,Gladden Fields,29.63,8.35,Bilbo's Tea Cake,Trewsday
965,Rufe,Plumbe,Male,First Breakfast,Gladden Fields,6.9,3.34,Po-Tay-To Onion Soup,Hevensday
966,Emylee,Millen,Female,First Breakfast,The Shire,32.42,9.72,Po-Tay-To Onion Soup,Mersday
967,Valeda,Troak,Female,Elevenses,Dragon's Den,26.11,3.22,Eggs,Sterday
968,Alice,Jakubovics,Female,Second Breakfast,Gladden Fields,11.62,1.1,Eggs,Highday
969,Haroun,MacScherie,Male,Elevenses,Town,3.83,7.4,Beorn Honey Nut Cake,Sterday
970,Morley,Holby,Male,Luncheon,The Shire,9.43,5.78,Bilbo's Tea Cake,Sunday
971,Carmon,Zellner,Female,Dinner,Town,23.16,2.48,Bilbo's Tea Cake,Trewsday
972,Deborah,Pithie,Female,Second Breakfast,Town,13.68,5.77,Strawberry and Banana French Toast,Trewsday
973,Justen,Giametti,Male,Supper,Town,34.12,9.35,Bilbo's Tea Cake,Highday
974,Liz,Owtram,Female,Second Breakfast,Town,13.72,4.28,Po-Tay-To Onion Soup,Monday
975,Wolfgang,Macek,Male,Afternoon Tea,Gladden Fields,2.93,4.09,Eggs,Hevensday
976,Penni,Rielly,Female,Second Breakfast,Town,30.27,5.13,Cheesy Garlic Bread Meatball Ring,Hevensday
977,Marcel,Pelz,Male,Luncheon,Gladden Fields,13.43,4.1,Cheesy Garlic Bread Meatball Ring,Mersday
978,Bride,Yakutin,Female,Afternoon Tea,Dragon's Den,17.43,9.23,Cheesy Garlic Bread Meatball Ring,Trewsday
979,Clerissa,Normaville,Female,Dinner,Town,4.53,3.16,Bilbo's Tea Cake,Sunday
980,Farra,Kestin,Female,First Breakfast,Dragon's Den,22.24,7.33,Bilbo's Tea Cake,Sunday
981,Bonita,Merrall,Female,Dinner,The Shire,18.21,3.4,Cheesy Garlic Bread Meatball Ring,Hevensday
982,Emmaline,Kinig,Female,Elevenses,Gladden Fields,27.67,1.42,Strawberry and Banana French Toast,Mersday
983,Aveline,Message,Female,Luncheon,Gladden Fields,18.09,9.15,Strawberry and Banana French Toast,Highday
984,Leslie,Tidbold,Female,Afternoon Tea,Dragon's Den,24.81,7.31,Beorn Honey Nut Cake,Mersday
985,Gail,Moakler,Female,Afternoon Tea,Gladden Fields,2.39,9.49,Eggs,Mersday
986,Ogdan,Mallard,Male,Afternoon Tea,Gladden Fields,34.55,2.42,Po-Tay-To Onion Soup,Sunday
987,Markos,Bignell,Male,First Breakfast,Dragon's Den,32.25,8.45,Po-Tay-To Onion Soup,Trewsday
988,Olivia,Siddell,Female,Dinner,Dragon's Den,19.95,7.83,Cheesy Garlic Bread Meatball Ring,Sunday
989,Dionysus,Pibworth,Male,Second Breakfast,Gladden Fields,6.42,6.37,Bilbo's Tea Cake,Monday
990,Kristel,Bampkin,Female,First Breakfast,Gladden Fields,13.85,9.17,Eggs,Hevensday
991,Salomo,Brisbane,Male,Second Breakfast,Dragon's Den,29.54,8.45,Cheesy Garlic Bread Meatball Ring,Hevensday
992,Farly,Rountree,Male,Second Breakfast,The Shire,11.55,8.02,Cheesy Garlic Bread Meatball Ring,Sunday
993,Ike,Prewett,Male,Elevenses,Dragon's Den,31.1,6.44,Cheesy Garlic Bread Meatball Ring,Sunday
994,Arie,Mecco,Male,Luncheon,The Shire,9.34,2.47,Cheesy Garlic Bread Meatball Ring,Sterday
995,Cathrine,Revance,Female,Dinner,Town,5.44,9.44,Beorn Honey Nut Cake,Trewsday
996,Mendel,Yanshonok,Male,Second Breakfast,Town,16.57,5.5,Strawberry and Banana French Toast,Trewsday
997,Fransisco,Titchen,Male,Afternoon Tea,Gladden Fields,29.2,7.08,Cheesy Garlic Bread Meatball Ring,Mersday
998,Kit,Masters,Female,Afternoon Tea,The Shire,14.43,4.34,Beorn Honey Nut Cake,Trewsday
999,Sileas,Gillatt,Female,Luncheon,Gladden Fields,16.64,7.73,Cheesy Garlic Bread Meatball Ring,Trewsday
1000,Onfre,Harriot,Male,Second Breakfast,Town,9.69,5.73,Eggs,Sterday
